% of Regional Sales,% of Total Sales,Region,Customer ID,First Name,Last Name,Sales,Order Date,Stock,Total Regional Sales,Total Sales
50.502723766,50.502723766,North,105,Maurise,Schrader,9763.03,22/05/2016,WGL Holdings Inc,19331.69,19331.69
51.686999051,51.686999051,North,110,Frannie,Heape,2603.96,24/04/2017,Masonite International Corporation,5037.94,5037.94
92.902180452,92.902180452,North,112,Maybelle,Bagott,9821.73,07/12/2017,Cambrex Corporation,10572.12,10572.12
78.571554710,16.640979793,North,113,Patrizia,Doonican,6228.98,28/01/2019,HSBC Holdings plc,7927.78,37431.57
87.483954919,40.202114797,North,114,Skyler,Imos,3966.61,11/06/2017,"CSW Industrials, Inc.",4534.1,9866.67
54.975321696,54.975321696,North,123,Franky,Assur,7076.22,16/04/2017,"PDC Energy, Inc.",12871.63,12871.63
33.882371652,17.088326135,North,124,Harmonia,D'Oyley,4345.98,12/03/2018,CABCO Series 2004-101 Trust,12826.67,25432.45
11.240615700,3.411553617,North,129,Husein,Atteridge,1149,29/06/2017,Morgan Stanley,10221.86,33679.67
63.439245009,35.429982595,North,138,Iggie,Leeds,7800.35,29/07/2016,Pebblebrook Hotel Trust,12295.78,22016.24
78.317626997,78.317626997,North,141,Fidelity,Beagrie,7904.23,21/10/2016,"Blackrock Enhanced Government Fund, Inc",10092.53,10092.53
54.325716935,29.155031052,North,143,Ellery,Dedham,5025.96,06/06/2018,INVESCO MORTGAGE CAPITAL INC,9251.53,17238.74
10.242013893,7.384759798,North,147,Emmy,Chatenet,991.26,04/02/2017,"Safe Bulkers, Inc",9678.37,13423.05
47.298373649,32.128402322,North,153,Phaidra,Archard,5843.26,15/09/2016,PowerShares 1-30 Laddered Treasury Portfolio,12354.04,18187.21
11.246629496,4.032100603,North,156,Welby,Noorwood,1181.22,20/12/2018,Mountain Province Diamonds Inc.,10502.88,29295.4
51.212367815,51.212367815,North,162,Hewe,Carwardine,9080.89,19/04/2017,"Central Europe, Russia and Turkey Fund, Inc. (The)",17731.83,17731.83
88.936246484,88.936246484,North,166,Darrelle,Cornes,5855.1,21/11/2016,Boston Scientific Corporation,6583.48,6583.48
25.305225238,12.605762790,North,168,Lottie,Audiss,3059.88,25/03/2018,"UMH Properties, Inc.",12091.89,24273.66
10.033012823,10.033012823,North,173,Selig,Stayt,890.16,20/11/2016,Eaton Vance Corporation,8872.31,8872.31
31.290184756,31.290184756,North,175,Merell,Goldwater,4225.68,29/08/2016,Legg Mason US Diversified Core ETF,13504.81,13504.81
34.977596669,34.977596669,North,188,Guillermo,Gravenell,1982.81,11/05/2019,"FibroGen, Inc",5668.8,5668.8
50.905827392,50.905827392,North,193,Winthrop,McCanny,9072.63,18/02/2018,Norwood Financial Corp.,17822.38,17822.38
48.025968224,48.025968224,North,194,Rori,Warriner,6299.84,06/04/2018,"Digital Turbine, Inc.",13117.57,13117.57
88.683021162,88.683021162,North,204,Ginni,Wilkerson,6053.37,09/07/2016,Nuveen Georgia Quality Municipal Income Fund,6825.85,6825.85
53.613830118,43.595614749,North,206,Shaylyn,Doel,9354.08,23/03/2019,Zymeworks Inc.,17447.14,21456.47
31.085217086,20.203338999,North,210,Brenden,Shine,5771.9,26/09/2016,Comerica Incorporated,18567.99,28569.04
4.304696183,2.608567813,North,216,Kaine,Ruecastle,207.6,08/12/2017,CNA Financial Corporation,4822.64,7958.39
20.573928858,3.130202796,North,224,Wiatt,Jerschke,997.78,11/04/2018,Tsakos Energy Navigation Ltd,4849.73,31875.89
43.922947468,43.922947468,North,230,Morgan,Causnett,4327.28,25/04/2019,"Globus Medical, Inc.",9851.98,9851.98
50.365418956,23.773785622,North,235,Vincents,Brattan,7361.46,28/09/2018,"Overstock.com, Inc.",14616.1,30964.61
56.918783089,30.590092059,North,237,Tanney,Scrine,6487.25,08/12/2018,"Hawaiian Electric Industries, Inc.",11397.38,21207.03
39.770813797,19.752454242,North,250,Lulu,Columbine,9296.38,27/05/2017,Citigroup Inc.,23374.88,47064.43
47.040027962,31.009414091,North,251,Koralle,Carding,5410.29,08/09/2018,Kayne Anderson MLP Investment Company,11501.46,17447.25
49.591295160,49.591295160,North,258,Jerald,Eagger,8570.08,26/12/2016,Microsemi Corporation,17281.42,17281.42
74.525152479,53.734583422,North,265,Corby,Pascow,7212.82,07/12/2018,"Safe Bulkers, Inc",9678.37,13423.05
38.081098923,29.017793540,North,268,Den,Darthe,5295.55,18/04/2017,"Boot Barn Holdings, Inc.",13905.98,18249.32
88.553780004,34.540068374,North,277,Kendal,Rouf,7924.97,30/04/2017,"Cardinal Health, Inc.",8949.33,22944.28
30.209652301,20.006054618,North,278,Berna,Pavlishchev,6060.02,12/06/2016,Apollo Investment Corporation,20059.88,30290.93
84.852276008,45.804055764,North,280,Burt,Arpin,2733.27,30/08/2016,"Warrior Met Coal, Inc.",3221.21,5967.31
49.634581044,23.428811149,North,306,David,Murrow,7254.64,14/01/2019,"Overstock.com, Inc.",14616.1,30964.61
32.596833825,21.186820955,North,311,Vale,Leagas,1222.88,02/06/2016,"Galena Biopharma, Inc.",3751.53,5771.89
43.068091048,31.324041165,North,313,Salvatore,Petrushanko,5909.39,23/04/2018,SVB Financial Group,13721.04,18865.35
78.646397599,78.646397599,North,318,Bentlee,Steffan,7556.92,25/09/2018,"SeaWorld Entertainment, Inc.",9608.73,9608.73
33.826403466,33.826403466,North,320,Jessica,Naisbit,3459.91,29/11/2018,iShares Core MSCI Total International Stock ETF,10228.43,10228.43
51.974031776,51.974031776,North,327,Dianna,Hallybone,6817.73,02/05/2017,"Digital Turbine, Inc.",13117.57,13117.57
55.322454742,44.406834287,North,332,Rhetta,Fullard,5180.71,18/08/2018,"Curis, Inc.",9364.57,11666.47
44.677545258,35.862261678,North,339,Samson,Bofield,4183.86,25/01/2019,"Curis, Inc.",9364.57,11666.47
54.902645022,28.675060790,North,343,Klara,Calderon,3178.1,11/06/2017,"Teladoc, Inc.",5788.61,11083.15
74.694774762,37.209098257,North,344,Faber,Bussel,9032.01,12/01/2019,"UMH Properties, Inc.",12091.89,24273.66
67.130365163,49.129159509,North,346,Kathlin,Rembrant,8585.92,22/09/2016,"Rockwell Medical, Inc.",12789.92,17476.22
6.292858804,6.292858804,North,349,Powell,Folkes,665.68,08/08/2017,"Juniper Pharmaceuticals, Inc.",10578.34,10578.34
56.238806760,45.375913325,North,367,Samuel,D'Aeth,9781.79,18/04/2019,Global Indemnity Limited,17393.31,21557.23
61.918901077,47.182196378,North,373,Lannie,Nannini,8610.43,23/07/2016,"Boot Barn Holdings, Inc.",13905.98,18249.32
54.677062152,29.468082820,North,382,Raymund,Seaborne,7542.4,02/12/2018,"SilverSun Technologies, Inc.",13794.45,25595.15
12.207620718,5.216160026,North,384,Alta,Marcinkus,1155.61,18/03/2019,Panhandle Royalty Company,9466.3,22154.42
23.669501300,23.669501300,North,391,Adeline,Maris,1760.76,22/05/2017,"Live Oak Bancshares, Inc.",7438.94,7438.94
3.845142991,1.370820927,North,392,Joelly,Rogez,217.99,25/02/2019,"M I Acquisitions, Inc.",5669.23,15902.15
11.200225456,4.294617702,North,394,Mandy,Goodinson,1160.48,18/07/2016,DryShips Inc.,10361.22,27021.73
27.415494272,27.415494272,North,395,Ermentrude,Cassin,1190.06,16/01/2017,"Park City Group, Inc.",4340.83,4340.83
54.767407272,0.809037149,North,396,Aldus,Teek,239.35,15/06/2017,KKR & Co. L.P.,437.03,29584.55
50.408704840,50.408704840,North,398,Delora,McMaster,8711.34,20/06/2017,Microsemi Corporation,17281.42,17281.42
45.642196634,17.401698319,North,400,Tildi,Gray,4831.19,17/01/2018,"Maiden Holdings, Ltd.",10584.92,27762.75
79.426071142,12.084211609,North,403,Allayne,Gryglewski,3851.95,03/01/2018,Tsakos Energy Navigation Ltd,4849.73,31875.89
11.446219996,4.464555000,North,410,Abby,Sartin,1024.36,24/12/2017,"Cardinal Health, Inc.",8949.33,22944.28
20.468725741,20.468725741,North,411,Guillemette,Tollerton,1555.66,30/09/2017,Nuveen Insured California Select Tax-Free Income Portfolio,7600.18,7600.18
66.173596534,66.173596534,North,422,Zuzana,Sams,6768.52,09/05/2017,iShares Core MSCI Total International Stock ETF,10228.43,10228.43
13.415657823,13.415657823,North,428,Bowie,Simonitto,1056.42,08/07/2016,Cushing Energy Income Fund (The),7874.53,7874.53
60.670386026,60.670386026,North,429,Manuel,Huxtable,6731.44,27/01/2019,Differential Brands Group Inc.,11095.1,11095.1
33.437454826,24.500396931,North,436,Juliet,Franzolini,2243.69,07/10/2016,Steel Partners Holdings LP,6710.11,9157.77
21.353602401,21.353602401,North,445,Dallas,Darree,2051.81,03/07/2017,"SeaWorld Entertainment, Inc.",9608.73,9608.73
56.931908952,41.407395039,North,447,Elmo,Lemmon,7811.65,24/06/2017,SVB Financial Group,13721.04,18865.35
38.140922964,30.833853010,North,450,Janeczka,Renzo,3881.35,09/12/2017,"Stericycle, Inc.",10176.34,12587.95
0.622974198,0.622974198,North,452,Holmes,Reihill,104.23,15/05/2018,Kingtone Wirelessinfo Solution Holding Ltd,16731.03,16731.03
25.371552710,12.600960003,North,453,Claus,Layhe,5930.57,02/09/2016,Citigroup Inc.,23374.88,47064.43
11.909544364,3.651843941,North,454,Kai,Littlejohn,390.14,25/10/2018,"Fusion Telecommunications International, Inc.",3275.86,10683.37
32.671794594,19.790052699,North,462,Shaughn,Simoneschi,3259.58,17/06/2016,PowerShares DWA Financial Momentum Portfolio,9976.74,16470.8
45.750910679,23.556592747,North,464,Odie,Nodes,4196.15,27/03/2018,WisdomTree Japan Hedged SmallCap Equity Fund,9171.73,17813.06
73.818625716,73.818625716,North,465,Lexy,Huntingford,8133.41,19/03/2019,MTGE Investment Corp.,11018.1,11018.1
11.063753516,11.063753516,North,469,Rubina,Harrad,728.38,10/08/2018,Boston Scientific Corporation,6583.48,6583.48
32.202214080,16.643385402,North,471,Mil,Baillie,5050.65,18/04/2019,iStar Financial Inc.,15684.17,30346.29
78.635019770,78.635019770,North,475,Sandy,O'Gavin,8040.36,22/05/2017,"Plains All American Pipeline, L.P.",10224.91,10224.91
25.923836028,22.621697447,North,477,Lorrin,Llop,2021.45,20/04/2018,Lazard Global Total Return and Income Fund,7797.65,8935.89
49.497276234,49.497276234,North,490,Gavin,Feige,9568.66,07/06/2016,WGL Holdings Inc,19331.69,19331.69
67.996405837,67.996405837,North,491,Amble,Pallis,7612.83,09/06/2018,"Intersections, Inc.",11195.93,11195.93
47.363399960,47.363399960,North,493,Corie,Steinson,7079.63,09/03/2018,"MVC Capital, Inc.",14947.47,14947.47
15.147723992,8.176883721,North,507,Irita,Bedder,487.94,25/03/2019,"Warrior Met Coal, Inc.",3221.21,5967.31
27.035348401,10.307588405,North,514,Spence,Robecon,2861.67,20/04/2019,"Maiden Holdings, Ltd.",10584.92,27762.75
53.490973326,12.418376201,North,518,Fenelia,Willard,784.29,21/09/2018,iPath US Treasury Long Bond Bull ETN,1466.21,6315.56
56.590251933,56.590251933,North,521,Lewiss,Wilkenson,5317.52,03/09/2018,Scientific Games Corp,9396.53,9396.53
21.428445290,4.538415033,North,528,Bradan,Braiden,1698.8,08/05/2018,HSBC Holdings plc,7927.78,37431.57
88.799774544,34.049411344,North,530,Shoshana,Staniland,9200.74,02/05/2018,DryShips Inc.,10361.22,27021.73
53.910070091,53.910070091,North,535,Susan,Durden,9019.71,18/02/2018,Kingtone Wirelessinfo Solution Holding Ltd,16731.03,16731.03
64.945727139,39.796149943,North,552,Rozamond,Jore,5979.67,16/04/2019,"ING Group, N.V.",9207.18,15025.75
52.959972038,34.911920217,North,559,Lock,Ratley,6091.17,17/03/2019,Kayne Anderson MLP Investment Company,11501.46,17447.25
35.054272861,21.479859574,North,560,Urson,Bent,3227.51,28/08/2017,"ING Group, N.V.",9207.18,15025.75
89.356415974,89.356415974,North,567,Cooper,Tolan,9333.09,24/09/2017,Mimecast Limited,10444.79,10444.79
66.667832799,40.124788877,North,569,Romonda,Mansfield,9718.91,03/03/2018,Zions Bancorporation,14578.11,24221.71
52.636600040,52.636600040,North,573,Stepha,Kirkham,7867.84,07/04/2018,"MVC Capital, Inc.",14947.47,14947.47
60.837773303,28.449152877,North,574,Esra,Tallquist,6993.88,15/08/2018,WSFS Financial Corporation,11495.95,24583.79
67.403166175,43.809739964,North,577,Chuck,Benko,2528.65,25/10/2017,"Galena Biopharma, Inc.",3751.53,5771.89
85.984789502,8.166768921,North,579,Nicolis,Dunster,8338.16,04/07/2017,Bank of America Corporation,9697.25,102098.64
19.734984778,12.826437290,North,581,Melody,Knowler,3664.39,30/11/2017,Comerica Incorporated,18567.99,28569.04
69.512687552,39.848688654,North,585,Judi,Noquet,5009.55,02/11/2017,"Anthem, Inc.",7206.67,12571.43
39.162226697,18.313164894,North,587,Ode,End,4502.07,02/11/2017,WSFS Financial Corporation,11495.95,24583.79
93.707141196,93.707141196,North,590,Joseito,Cocher,9912.66,28/04/2019,"Juniper Pharmaceuticals, Inc.",10578.34,10578.34
84.811937373,37.435162837,North,593,Anette,Addekin,8584.8,05/09/2017,"P.A.M. Transportation Services, Inc.",10122.16,22932.45
89.966987177,89.966987177,North,594,Archaimbaud,Utterson,7982.15,13/05/2017,Eaton Vance Corporation,8872.31,8872.31
55.121164643,41.202509125,North,598,Marlowe,Cloke,3497.03,08/07/2016,Stellar Acquisition III Inc.,6344.26,8487.42
45.674283065,24.512058306,North,599,Daisi,Campos,4225.57,28/05/2018,INVESCO MORTGAGE CAPITAL INC,9251.53,17238.74
11.316978838,11.316978838,North,603,Phillis,Kelwick,772.48,12/05/2018,Nuveen Georgia Quality Municipal Income Fund,6825.85,6825.85
60.564959884,60.564959884,North,607,Jennica,McGilvary,9515.27,03/11/2018,"The Meet Group, Inc.",15710.85,15710.85
74.076163972,64.640455511,North,608,Burl,Rodder,5776.2,05/02/2018,Lazard Global Total Return and Income Fund,7797.65,8935.89
48.589224736,23.697802088,North,621,Merola,Northrop,9129.41,28/03/2018,Ashford Hospitality Trust Inc,18788.96,38524.29
45.024678304,45.024678304,North,630,Roana,Shepperd,5795.41,29/06/2018,"PDC Energy, Inc.",12871.63,12871.63
56.077052532,56.077052532,North,633,Whit,Maccrea,5524.7,07/09/2017,"Globus Medical, Inc.",9851.98,9851.98
39.435040116,39.435040116,North,636,Hartley,Enterle,6195.58,19/09/2017,"The Meet Group, Inc.",15710.85,15710.85
47.736096874,16.838065647,North,641,Natassia,Morford,3641.72,21/12/2018,Fortress Investment Group LLC,7628.86,21627.9
65.022403331,65.022403331,North,649,Kaycee,Petegree,3685.99,30/05/2018,"FibroGen, Inc",5668.8,5668.8
96.154857009,34.279892970,North,651,Claudell,Stieger,5451.24,01/01/2019,"M I Acquisitions, Inc.",5669.23,15902.15
17.217513214,17.217513214,North,653,Pamela,Carloni,1282.14,06/12/2018,TESSCO Technologies Incorporated,7446.72,7446.72
45.505345401,22.904616446,North,668,Sherline,Kinver,8178.43,08/10/2016,BB&T Corporation,17972.46,35706.47
11.742868692,8.782497430,North,676,Baron,Don,1074.86,25/10/2016,DarioHealth Corp.,9153.3,12238.66
88.759384300,26.938684375,North,680,Peyter,Joye,9072.86,08/11/2018,Morgan Stanley,10221.86,33679.67
75.163870787,20.168662025,North,692,Nertie,Brason,2362.19,16/01/2019,Check Point Software Technologies Ltd.,3142.72,11712.18
43.761193240,35.308432484,North,701,Glori,Kleinhaus,7611.52,21/11/2017,Global Indemnity Limited,17393.31,21557.23
39.329613974,39.329613974,North,709,Ethelind,Impson,4363.66,25/10/2018,Differential Brands Group Inc.,11095.1,11095.1
87.435627576,87.435627576,North,711,Free,Philot,8706.56,10/03/2018,Adient plc,9957.68,9957.68
66.504463557,36.995418674,North,713,Maryjane,Peedell,7087.66,09/01/2018,Hunter Maritime Acquisition Corp.,10657.42,19158.21
33.332167201,20.061341664,North,716,Elvira,Ramstead,4859.2,28/01/2019,Zions Bancorporation,14578.11,24221.71
68.709815244,68.709815244,North,729,Cleopatra,Petris,9279.13,12/12/2017,Legg Mason US Diversified Core ETF,13504.81,13504.81
45.322937848,24.426698027,North,735,Carroll,Dowdle,6252.05,13/09/2018,"SilverSun Technologies, Inc.",13794.45,25595.15
32.697863580,32.697863580,North,737,Lana,O' Hogan,1232.51,20/04/2017,"Praxair, Inc.",3769.39,3769.39
67.992478210,13.997597869,North,744,Claiborne,Sandes,6490.29,01/05/2018,"NextEra Energy, Inc.",9545.6,46367.17
53.323530272,42.559666308,North,748,Adriane,Fransseni,8017.79,24/09/2018,E.I. du Pont de Nemours and Company,15036.12,18838.94
87.190770473,52.502568907,North,751,Huey,Jacquet,5615.26,18/02/2019,"Vail Resorts, Inc.",6440.2,10695.21
52.701626351,35.798673903,North,752,Benedicto,Griggs,6510.78,25/04/2018,PowerShares 1-30 Laddered Treasury Portfolio,12354.04,18187.21
54.804154945,54.804154945,North,757,Rowney,Hallitt,506.5,01/01/2019,"Financial Engines, Inc.",924.2,924.2
44.878835357,33.546472308,North,759,Noland,Bon,2847.23,17/10/2018,Stellar Acquisition III Inc.,6344.26,8487.42
63.988482598,63.988482598,North,760,Danila,Arnall,7364.78,01/06/2018,"BlackRock, Inc.",11509.54,11509.54
21.364980230,21.364980230,North,763,Nelly,Boame,2184.55,03/07/2018,"Plains All American Pipeline, L.P.",10224.91,10224.91
88.753370504,31.819534808,North,766,Niles,Howard,9321.66,25/05/2018,Mountain Province Diamonds Inc.,10502.88,29295.4
87.792379282,37.512559571,North,768,Morna,Castiglio,8310.69,26/08/2016,Panhandle Royalty Company,9466.3,22154.42
53.187071693,53.187071693,North,783,Brade,Dallywater,5259.01,19/10/2018,ENGlobal Corporation,9887.76,9887.76
53.488657821,12.938472343,North,786,Trula,Sollon,4484.12,17/12/2017,Qwest Corporation,8383.31,34657.26
67.328205406,40.782232800,North,787,Billi,Zimmermanns,6717.16,09/04/2018,PowerShares DWA Financial Momentum Portfolio,9976.74,16470.8
82.782486786,82.782486786,North,789,Trent,Romushkin,6164.58,18/10/2017,TESSCO Technologies Incorporated,7446.72,7446.72
33.853480675,4.511330460,North,793,Brod,MacCosty,1298,25/10/2016,"Colony NorthStar, Inc.",3834.17,28772
21.682373003,21.682373003,North,795,Dasi,Kilmartin,2188.3,18/02/2017,"Blackrock Enhanced Government Fund, Inc",10092.53,10092.53
66.562545174,48.771917181,North,801,Donica,Whitehorne,4466.42,01/12/2017,Steel Partners Holdings LP,6710.11,9157.77
61.859077036,50.008063267,North,814,Dedie,Dye,6294.99,01/12/2017,"Stericycle, Inc.",10176.34,12587.95
39.686017747,19.355554638,North,816,Marvin,Davidovsky,7456.59,28/06/2016,Ashford Hospitality Trust Inc,18788.96,38524.29
17.134095749,3.484018279,North,824,Frederich,Lunck,1133.71,20/02/2017,Public Storage,6616.69,32540.3
30.487312448,17.477088923,North,827,Devondra,Woodley,2197.12,19/02/2018,"Anthem, Inc.",7206.67,12571.43
86.584342177,86.584342177,North,829,Bryanty,Brennand,6818.11,09/12/2016,Cushing Energy Income Fund (The),7874.53,7874.53
67.302136420,67.302136420,North,833,Trescha,Doward,2536.88,15/12/2016,"Praxair, Inc.",3769.39,3769.39
33.797958911,22.382376507,North,852,Mortimer,Jensen,6779.83,09/04/2018,Apollo Investment Corporation,20059.88,30290.93
41.525412751,10.746616163,North,854,Osmond,Dewhurst,3846.69,21/01/2018,DDR Corp.,9263.46,35794.43
75.547780342,23.461035240,North,857,Jinny,Maggs,4262.3,09/08/2018,Dynegy Inc.,5641.86,18167.57
32.007521790,6.589382099,North,858,Devlin,Kix,3055.31,20/08/2018,"NextEra Energy, Inc.",9545.6,46367.17
31.288230464,6.278447640,North,859,Sharai,Goodright,746.8,15/04/2019,"Amber Road, Inc.",2386.84,11894.66
54.494654599,27.429286625,North,865,Mariette,Kimmerling,9794.03,06/05/2017,BB&T Corporation,17972.46,35706.47
36.011517402,36.011517402,North,871,Porty,Radke,4144.76,17/07/2016,"BlackRock, Inc.",11509.54,11509.54
46.676469728,37.254378431,North,872,Kara-lynn,Morrice,7018.33,08/05/2017,E.I. du Pont de Nemours and Company,15036.12,18838.94
48.313000949,48.313000949,North,879,Darb,Oliver,2433.98,10/05/2017,Masonite International Corporation,5037.94,5037.94
49.179798136,31.963622159,North,881,Jackie,Dibley,9131.7,29/03/2018,Comerica Incorporated,18567.99,28569.04
12.809229527,7.713172532,North,884,Kristen,Firidolfi,824.94,04/09/2016,"Vail Resorts, Inc.",6440.2,10695.21
23.686100815,5.989339111,North,892,Morgen,Scarr,1111.25,06/06/2017,CymaBay Therapeutics Inc.,4691.57,18553.8
45.097354978,23.553863297,North,893,Torrie,Domenico,2610.51,02/09/2016,"Teladoc, Inc.",5788.61,11083.15
26.181374284,26.181374284,North,895,Riki,Hallgath,2884.69,25/07/2016,MTGE Investment Corp.,11018.1,11018.1
88.090455636,27.011326950,North,917,Garnet,McMenamie,2885.72,17/05/2017,"Fusion Telecommunications International, Inc.",3275.86,10683.37
66.146519325,8.814715696,North,921,Gerome,Mewes,2536.17,03/03/2017,"Colony NorthStar, Inc.",3834.17,28772
76.330498700,76.330498700,North,923,Cherry,Melling,5678.18,25/06/2018,"Live Oak Bancshares, Inc.",7438.94,7438.94
72.584505728,72.584505728,North,926,Cassius,Moulton,3150.77,09/05/2018,"Park City Group, Inc.",4340.83,4340.83
88.257131308,66.007553114,North,935,Ingrim,Stenett,8078.44,30/07/2016,DarioHealth Corp.,9153.3,12238.66
45.466955710,45.466955710,North,943,Callie,Creaney,7607.09,26/11/2018,Kingtone Wirelessinfo Solution Holding Ltd,16731.03,16731.03
45.232592728,0.668186604,North,949,Heath,Halms,197.68,16/03/2018,KKR & Co. L.P.,437.03,29584.55
46.812928307,46.812928307,North,952,Vitia,Domegan,4628.75,29/07/2018,ENGlobal Corporation,9887.76,9887.76
46.511342179,11.250716300,North,956,Shelia,Kitney,3899.19,27/04/2019,Qwest Corporation,8383.31,34657.26
46.509026674,10.797458974,North,957,Bryanty,Danell,681.92,10/12/2017,iPath US Treasury Long Bond Bull ETN,1466.21,6315.56
12.516045081,5.751585895,North,965,Norrie,Fitton,567.49,06/04/2018,"CSW Industrials, Inc.",4534.1,9866.67
32.003594163,32.003594163,North,978,Bevon,Dobrowolny,3583.1,12/11/2016,"Intersections, Inc.",11195.93,11195.93
48.787632185,48.787632185,North,983,Helge,Meagh,8650.94,03/03/2017,"Central Europe, Russia and Turkey Fund, Inc. (The)",17731.83,17731.83
12.254351401,12.254351401,North,985,Izaak,Bartolomeu,1184.91,15/09/2018,"Turkish Investment Fund, Inc. (The)",9669.3,9669.3
12.016064605,6.210380247,North,991,Tiphanie,Kits,1884.62,28/12/2016,iStar Financial Inc.,15684.17,30346.29
87.745648599,87.745648599,North,996,Lauri,Hoyles,8484.39,04/07/2017,"Turkish Investment Fund, Inc. (The)",9669.3,9669.3
51.470838696,34.435525922,West,1,Tadeas,Clowney,9126.84,03/08/2016,"StarTek, Inc.",17732.06,26504.14
33.305839251,9.144705598,West,8,Tatum,Serchwell,2705.42,09/02/2018,KKR & Co. L.P.,8122.96,29584.55
46.607024845,33.002639927,West,21,Nettle,Jewes,4266.71,18/07/2018,"Gabelli Equity Trust, Inc. (The)",9154.65,12928.39
85.112288875,25.781200542,West,22,Neala,Henrych,8389.28,17/02/2018,Public Storage,9856.72,32540.3
33.823536889,21.519406942,West,25,Lydon,Lees,9977.94,04/08/2018,"NextEra Energy, Inc.",29499.99,46367.17
42.813973684,42.813973684,West,29,Leonardo,Giaomozzo,7286.69,16/02/2019,Eaton Vance Municipal Income Trust,17019.42,17019.42
41.812379765,7.144847770,West,30,Derick,Haxell,828.09,23/03/2019,Yahoo! Inc.,1980.49,11590.03
89.994161802,48.271423728,West,32,Amandie,Hannaford,9510.88,01/12/2017,"Kandi Technologies Group, Inc.",10568.33,19702.92
58.177886619,39.002840107,West,38,Catharina,Rosone,9155.71,16/09/2016,Liberty Interactive Corporation,15737.44,23474.47
11.661737004,11.661737004,West,45,Krysta,Paula,1984.76,26/09/2018,Eaton Vance Municipal Income Trust,17019.42,17019.42
34.496774757,19.566121974,West,51,Ben,Fillimore,8656.7,11/11/2016,Hersha Hospitality Trust,25094.23,44243.31
67.531683084,67.531683084,West,56,Dallas,Blowes,5981.45,16/02/2019,"A V Homes, Inc.",8857.25,8857.25
8.281664166,4.006416342,West,58,Kirsten,Glastonbury,1002.3,06/02/2018,"AutoZone, Inc.",12102.64,25017.37
16.691033741,16.691033741,West,64,Osgood,Goodricke,1484.13,08/10/2018,Cars.com Inc.,8891.78,8891.78
72.775609289,35.206618442,West,67,Derrik,Witnall,8807.77,19/02/2017,"AutoZone, Inc.",12102.64,25017.37
2.612124113,0.699711228,West,68,Sallyanne,Guerreru,150.06,20/10/2018,"Community Health Systems, Inc.",5744.75,21445.99
35.947333238,24.099330038,West,73,Nalani,Backler,5657.19,06/01/2019,Liberty Interactive Corporation,15737.44,23474.47
53.641828480,9.531008444,West,77,Carce,Wabersich,9731.03,15/05/2017,Bank of America Corporation,18140.75,102098.64
51.056239179,36.153148226,West,78,Yalonda,Readwood,4674.02,17/06/2017,"Gabelli Equity Trust, Inc. (The)",9154.65,12928.39
83.737074157,43.869676762,West,79,Ange,Beach,9574.07,27/06/2016,"Buckle, Inc. (The)",11433.49,21823.89
59.736121016,59.736121016,West,88,Rouvin,Line,3182.86,18/09/2017,"HealthStream, Inc.",5328.2,5328.2
24.697755072,6.494183427,West,92,Denver,Duerden,1323.16,09/09/2016,Service Corporation International,5357.41,20374.54
62.957909646,47.372196075,West,94,Konstance,Bakewell,9570.15,09/05/2018,Capitol Acquisition Corp. III,15200.87,20202.04
18.942726546,9.163912913,West,97,Hillard,Hanigan,2292.57,03/10/2016,"AutoZone, Inc.",12102.64,25017.37
83.071040467,24.234760662,West,118,Sauncho,Bakster,4221.23,05/03/2018,"Fidelity National Financial, Inc.",5081.47,17418.08
21.339453369,21.339453369,West,119,Antons,Robjant,2250.16,30/10/2016,American Equity Investment Life Holding Company,10544.6,10544.6
21.984165165,11.461783851,West,127,Mandy,Aslin,1348.08,17/10/2017,Pentair plc.,6132.05,11761.52
6.602117544,6.602117544,West,129,Lorrie,Tort,322.32,14/09/2017,"H&R Block, Inc.",4882.07,4882.07
43.005403193,24.293640343,West,134,Benjamin,Volett,6599.02,12/01/2018,"Bankwell Financial Group, Inc.",15344.63,27163.57
44.099255265,8.101531871,West,137,Job,Cork,1373.78,18/07/2016,"Taubman Centers, Inc.",3115.2,16957.04
45.625060059,45.625060059,West,141,Lynda,Celli,5032.8,03/06/2018,"Parke Bancorp, Inc.",11030.78,11030.78
40.090127115,22.611525745,West,151,Lucine,Gatchell,5023.77,11/12/2017,Origo Acquisition Corporation,12531.19,22217.74
52.597124872,39.354392132,West,158,Rodolph,Randall,7317.17,17/01/2018,Gabelli Dividend,13911.73,18593.02
32.903191911,13.021386679,West,160,Kirstyn,Jelleman,4446.59,09/07/2016,Drive Shack Inc.,13514.16,34148.36
40.263878984,40.263878984,West,164,Ingelbert,Chiechio,2145.34,17/04/2017,"HealthStream, Inc.",5328.2,5328.2
68.142279585,43.825844418,West,165,Lamar,Pavlenko,7095.86,31/08/2018,"Ominto, Inc.",10413.3,16191.04
47.502282427,32.038661925,West,166,Ralph,Rivard,8215.61,16/06/2017,Burcon NutraScience Corp,17295.19,25642.8
35.332860121,5.634353302,West,172,Germaine,Bettenay,1428.61,03/10/2017,"PPL Capital Funding, Inc.",4043.29,25355.35
45.524289312,45.524289312,West,176,Julianna,Christy,7747.97,19/05/2017,Eaton Vance Municipal Income Trust,17019.42,17019.42
34.746119221,27.705477796,West,177,Terry,Blower,5616.46,06/11/2017,"Universal Logistics Holdings, Inc.",16164.28,20272.02
