first_name,last_name,passenger_number,flight_number,purchase_amount,,,,,,,,,,,
Felicity,Dyton,83,10,36.89,,,,,,,,,,,
Deanne,Epsly,84,10,0,,,,,,,,,,,
Krystalle,Mundle,85,10,25.93,,,,,,,,,,,
Bobbee,Yarrall,86,10,0,,,,,,,,,,,
Tybi,Maypowder,87,10,0,,,,,,,,,,,
Magnum,Gyorgy,88,10,0,,,,,,,,,,,
Shadow,Skyrme,89,10,14,,,,,,,,,,,
Henri,Hawtry,90,10,13.99,,,,,,,,,,,
Shalom,Dalloway,91,10,0,,,,,,,,,,,
Gizela,Shambroke,92,10,13.24,,,,,,,,,,,
Vinnie,Elam,93,10,0,,,,,,,,,,,
Rodrique,Ambrogiotti,94,10,0,,,,,,,,,,,
Amandy,Gunstone,95,10,53.89,,,,,,,,,,,
Robinia,De Domenicis,96,10,58.45,,,,,,,,,,,
Bianca,Gusticke,97,10,0,,,,,,,,,,,
Pat,Dudeney,98,10,60.1,,,,,,,,,,,
Ariadne,Jacquemy,99,10,0,,,,,,,,,,,
Bee,Bulfoy,100,10,14.81,,,,,,,,,,,
Tedi,Darthe,101,10,0,,,,,,,,,,,
Kristel,McIntosh,102,10,40.82,,,,,,,,,,,
Bernice,Pryn,103,10,41.45,,,,,,,,,,,
Ronnie,Kalkofer,104,10,41.24,,,,,,,,,,,
Perle,Danby,105,10,25.66,,,,,,,,,,,
Skye,McLaverty,106,10,10.46,,,,,,,,,,,
Margaux,Rymour,107,10,0,,,,,,,,,,,
Corny,Vaszoly,108,10,44.6,,,,,,,,,,,
Vittorio,Rushbrook,109,10,0,,,,,,,,,,,
Murial,Nani,110,10,17.7,,,,,,,,,,,
